314.0;25.0;"admin.";"single";"tertiary";"no";760.0;"yes";"no";"cellular";27.0;"may";223.0;3.0;89.0;2.0;"failure";"yes"
318.0;35.0;"entrepreneur";"married";"secondary";"no";2971.0;"no";"no";"cellular";4.0;"may";429.0;4.0;164.0;2.0;"failure";"yes"
323.0;38.0;"management";"married";"tertiary";"no";1199.0;"no";"no";"cellular";4.0;"aug";178.0;1.0;1.0;1.0;"success";"yes"
327.0;35.0;"entrepreneur";"single";"tertiary";"no";145.0;"yes";"no";"cellular";18.0;"jul";799.0;2.0;-1.0;0.0;"unknown";"yes"
328.0;35.0;"unemployed";"married";"secondary";"no";978.0;"no";"no";"cellular";29.0;"dec";1370.0;3.0;209.0;3.0;"success";"yes"
333.0;32.0;"services";"married";"primary";"no";228.0;"yes";"no";"cellular";21.0;"jul";1017.0;6.0;-1.0;0.0;"unknown";"yes"
334.0;30.0;"management";"single";"tertiary";"no";424.0;"no";"no";"cellular";16.0;"apr";298.0;4.0;-1.0;0.0;"unknown";"yes"
347.0;55.0;"management";"married";"primary";"no";2587.0;"no";"no";"cellular";4.0;"sep";328.0;2.0;94.0;2.0;"success";"yes"
358.0;48.0;"admin.";"divorced";"secondary";"no";4099.0;"no";"no";"cellular";2.0;"apr";397.0;2.0;-1.0;0.0;"unknown";"yes"
368.0;60.0;"technician";"single";"primary";"no";11262.0;"no";"no";"cellular";26.0;"aug";323.0;1.0;-1.0;0.0;"unknown";"yes"
377.0;37.0;"management";"married";"tertiary";"no";393.0;"yes";"no";"cellular";14.0;"may";567.0;3.0;275.0;4.0;"failure";"yes"
382.0;59.0;"retired";"married";"tertiary";"no";9676.0;"no";"no";"telephone";27.0;"mar";234.0;2.0;-1.0;0.0;"unknown";"yes"
401.0;28.0;"blue-collar";"single";"secondary";"no";517.0;"no";"yes";"cellular";8.0;"jul";681.0;1.0;-1.0;0.0;"unknown";"yes"
409.0;54.0;"admin.";"married";"secondary";"no";0.0;"no";"no";"cellular";28.0;"jan";161.0;1.0;98.0;2.0;"failure";"yes"
412.0;75.0;"retired";"divorced";"tertiary";"no";3810.0;"yes";"no";"cellular";16.0;"nov";262.0;1.0;183.0;1.0;"failure";"yes"
415.0;49.0;"management";"divorced";"tertiary";"no";755.0;"no";"no";"cellular";31.0;"jul";1212.0;4.0;-1.0;0.0;"unknown";"yes"
443.0;30.0;"management";"married";"tertiary";"no";1221.0;"yes";"no";"telephone";25.0;"jul";279.0;4.0;-1.0;0.0;"unknown";"yes"
450.0;35.0;"technician";"married";"secondary";"no";4508.0;"yes";"no";"cellular";18.0;"nov";854.0;1.0;-1.0;0.0;"unknown";"yes"
456.0;34.0;"self-employed";"single";"tertiary";"no";5462.0;"no";"no";"cellular";30.0;"apr";430.0;1.0;-1.0;0.0;"unknown";"yes"
464.0;32.0;"blue-collar";"married";"secondary";"no";889.0;"yes";"no";"cellular";10.0;"sep";185.0;1.0;99.0;5.0;"success";"yes"
473.0;61.0;"admin.";"married";"secondary";"no";4608.0;"no";"no";"cellular";12.0;"mar";212.0;1.0;-1.0;0.0;"unknown";"yes"
477.0;77.0;"retired";"married";"tertiary";"no";7802.0;"no";"no";"telephone";4.0;"may";421.0;1.0;92.0;2.0;"success";"yes"
492.0;53.0;"admin.";"married";"secondary";"no";1796.0;"no";"no";"telephone";16.0;"mar";295.0;1.0;91.0;2.0;"success";"yes"
346.0;57.0;"management";"married";"tertiary";"no";1602.0;"no";"no";"cellular";29.0;"jul";339.0;3.0;-1.0;0.0;"unknown";"no"
348.0;44.0;"admin.";"married";"secondary";"no";0.0;"yes";"yes";"unknown";16.0;"may";159.0;1.0;-1.0;0.0;"unknown";"no"
349.0;47.0;"self-employed";"married";"tertiary";"no";2303.0;"yes";"no";"cellular";6.0;"may";323.0;2.0;364.0;1.0;"failure";"no"
350.0;31.0;"blue-collar";"married";"secondary";"no";1660.0;"yes";"no";"cellular";20.0;"apr";342.0;1.0;-1.0;0.0;"unknown";"no"
351.0;35.0;"management";"married";"tertiary";"yes";32.0;"yes";"no";"cellular";21.0;"nov";180.0;1.0;-1.0;0.0;"unknown";"no"
352.0;39.0;"management";"married";"tertiary";"no";278.0;"no";"yes";"cellular";28.0;"jul";60.0;3.0;-1.0;0.0;"unknown";"no"
353.0;50.0;"management";"married";"tertiary";"no";4.0;"no";"no";"cellular";17.0;"nov";223.0;1.0;96.0;2.0;"failure";"no"
354.0;29.0;"management";"married";"tertiary";"no";318.0;"yes";"no";"cellular";18.0;"may";1434.0;2.0;356.0;4.0;"failure";"no"
355.0;30.0;"services";"single";"secondary";"no";209.0;"yes";"no";"unknown";6.0;"may";30.0;2.0;-1.0;0.0;"unknown";"no"
356.0;46.0;"services";"married";"secondary";"no";271.0;"yes";"no";"unknown";16.0;"may";134.0;4.0;-1.0;0.0;"unknown";"no"
357.0;27.0;"management";"single";"unknown";"no";3196.0;"no";"no";"cellular";9.0;"feb";10.0;2.0;-1.0;0.0;"unknown";"no"
359.0;26.0;"student";"single";"secondary";"no";2572.0;"yes";"no";"cellular";5.0;"may";620.0;1.0;-1.0;0.0;"unknown";"no"
360.0;36.0;"management";"single";"tertiary";"no";339.0;"no";"no";"cellular";21.0;"nov";6.0;6.0;-1.0;0.0;"unknown";"no"
361.0;42.0;"blue-collar";"married";"primary";"no";0.0;"yes";"yes";"cellular";7.0;"may";209.0;2.0;-1.0;0.0;"unknown";"no"
362.0;50.0;"housemaid";"married";"primary";"no";395.0;"yes";"no";"unknown";15.0;"may";419.0;2.0;-1.0;0.0;"unknown";"no"
363.0;49.0;"blue-collar";"married";"secondary";"no";2039.0;"yes";"no";"cellular";18.0;"nov";283.0;2.0;-1.0;0.0;"unknown";"no"
364.0;45.0;"management";"married";"tertiary";"no";5450.0;"no";"no";"cellular";8.0;"aug";188.0;2.0;-1.0;0.0;"unknown";"no"
365.0;23.0;"student";"single";"secondary";"no";780.0;"no";"no";"cellular";16.0;"sep";267.0;1.0;-1.0;0.0;"unknown";"no"
366.0;38.0;"technician";"single";"secondary";"no";0.0;"yes";"no";"cellular";7.0;"apr";196.0;2.0;-1.0;0.0;"unknown";"no"
367.0;32.0;"management";"single";"tertiary";"no";8436.0;"yes";"no";"cellular";17.0;"apr";245.0;1.0;149.0;2.0;"failure";"no"
369.0;30.0;"entrepreneur";"married";"secondary";"no";946.0;"yes";"no";"cellular";19.0;"nov";1065.0;1.0;183.0;1.0;"other";"no"
370.0;58.0;"housemaid";"married";"tertiary";"no";497.0;"no";"no";"unknown";11.0;"jun";138.0;5.0;-1.0;0.0;"unknown";"no"
371.0;60.0;"retired";"married";"primary";"no";55.0;"no";"no";"cellular";4.0;"jun";207.0;1.0;-1.0;0.0;"unknown";"no"
372.0;38.0;"services";"married";"secondary";"no";-140.0;"no";"no";"unknown";25.0;"jun";456.0;3.0;-1.0;0.0;"unknown";"no"
373.0;51.0;"technician";"married";"secondary";"no";-379.0;"yes";"no";"cellular";5.0;"aug";261.0;1.0;-1.0;0.0;"unknown";"no"
374.0;42.0;"admin.";"married";"secondary";"no";-396.0;"yes";"no";"cellular";11.0;"may";80.0;1.0;308.0;4.0;"failure";"no"
375.0;30.0;"services";"single";"secondary";"no";0.0;"yes";"no";"cellular";18.0;"may";131.0;6.0;363.0;9.0;"failure";"no"
376.0;40.0;"management";"married";"primary";"no";733.0;"yes";"no";"unknown";6.0;"jun";94.0;7.0;-1.0;0.0;"unknown";"no"
378.0;53.0;"technician";"divorced";"primary";"no";7290.0;"yes";"no";"unknown";30.0;"may";153.0;1.0;-1.0;0.0;"unknown";"no"
379.0;27.0;"services";"single";"secondary";"no";468.0;"yes";"no";"cellular";13.0;"may";109.0;1.0;-1.0;0.0;"unknown";"no"
380.0;39.0;"blue-collar";"married";"secondary";"no";0.0;"yes";"no";"cellular";30.0;"apr";53.0;1.0;325.0;1.0;"failure";"no"
381.0;39.0;"blue-collar";"married";"primary";"no";3705.0;"yes";"no";"unknown";16.0;"jun";77.0;1.0;-1.0;0.0;"unknown";"no"
383.0;37.0;"services";"married";"secondary";"no";1328.0;"yes";"no";"telephone";13.0;"may";121.0;2.0;341.0;4.0;"failure";"no"
384.0;41.0;"blue-collar";"married";"primary";"no";8.0;"yes";"no";"cellular";15.0;"jul";155.0;2.0;-1.0;0.0;"unknown";"no"
385.0;45.0;"blue-collar";"married";"primary";"no";61.0;"no";"no";"cellular";17.0;"apr";108.0;1.0;-1.0;0.0;"unknown";"no"
386.0;48.0;"management";"married";"tertiary";"no";6613.0;"no";"no";"unknown";17.0;"jun";159.0;3.0;-1.0;0.0;"unknown";"no"
387.0;48.0;"technician";"married";"secondary";"no";302.0;"yes";"no";"unknown";26.0;"may";208.0;3.0;-1.0;0.0;"unknown";"no"
388.0;32.0;"blue-collar";"married";"secondary";"no";1005.0;"no";"no";"cellular";12.0;"may";215.0;1.0;-1.0;0.0;"unknown";"no"
389.0;35.0;"services";"married";"secondary";"no";109.0;"yes";"no";"unknown";6.0;"may";597.0;3.0;-1.0;0.0;"unknown";"no"
390.0;33.0;"management";"single";"tertiary";"no";1240.0;"yes";"no";"cellular";4.0;"feb";505.0;2.0;260.0;1.0;"other";"no"
391.0;28.0;"blue-collar";"single";"primary";"no";0.0;"yes";"yes";"unknown";3.0;"jun";380.0;4.0;-1.0;0.0;"unknown";"no"
392.0;64.0;"retired";"married";"unknown";"no";2923.0;"no";"no";"cellular";12.0;"mar";120.0;1.0;-1.0;0.0;"unknown";"no"
393.0;35.0;"technician";"married";"secondary";"no";0.0;"no";"no";"cellular";27.0;"aug";106.0;4.0;-1.0;0.0;"unknown";"no"
394.0;33.0;"blue-collar";"married";"secondary";"no";43.0;"yes";"no";"cellular";14.0;"may";332.0;2.0;358.0;2.0;"failure";"no"
395.0;41.0;"technician";"married";"secondary";"no";288.0;"yes";"no";"unknown";15.0;"may";221.0;4.0;-1.0;0.0;"unknown";"no"
396.0;34.0;"admin.";"married";"secondary";"no";613.0;"yes";"no";"cellular";4.0;"jun";80.0;1.0;-1.0;0.0;"unknown";"no"
397.0;37.0;"technician";"single";"tertiary";"no";6101.0;"no";"no";"cellular";4.0;"may";60.0;5.0;87.0;1.0;"success";"no"
398.0;38.0;"blue-collar";"married";"primary";"no";168.0;"yes";"yes";"telephone";13.0;"may";212.0;3.0;-1.0;0.0;"unknown";"no"
399.0;39.0;"blue-collar";"married";"primary";"no";7685.0;"yes";"no";"cellular";14.0;"apr";493.0;3.0;-1.0;0.0;"unknown";"no"
400.0;35.0;"technician";"divorced";"tertiary";"no";4515.0;"yes";"no";"cellular";19.0;"nov";98.0;2.0;-1.0;0.0;"unknown";"no"
402.0;27.0;"blue-collar";"single";"secondary";"no";148.0;"no";"no";"cellular";22.0;"jul";203.0;1.0;-1.0;0.0;"unknown";"no"
403.0;48.0;"retired";"married";"primary";"yes";-285.0;"no";"yes";"cellular";19.0;"nov";157.0;1.0;-1.0;0.0;"unknown";"no"
404.0;50.0;"blue-collar";"married";"secondary";"no";887.0;"no";"no";"unknown";16.0;"jun";287.0;1.0;-1.0;0.0;"unknown";"no"
